"Provider ID","Hospital name","Address","City","State","ZIP Code","County name","Phone number","Payment measure name","Payment measure ID","Payment category","Denominator","Payment","Lower estimate","Higher estimate","Payment footnote","Value of care display name","Value of care display ID","Value of care category","Value of care footnote","Measure start date","Measure end date"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","25","$15,612","$13,296","$18,477","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","94","$16,809","$14,945","$18,622","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","HIGHLANDS","NC","28741","MACON","8285261200","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","HIGHLANDS","NC","28741","MACON","8285261200","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","HIGHLANDS","NC","28741","MACON","8285261200","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","HIGHLANDS","NC","28741","MACON","8285261200","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","59","$16,189","$13,837","$18,456","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341317","LIFEBRITE COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","DANBURY","NC","27016","STOKES","3365932831","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341317","LIFEBRITE COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","DANBURY","NC","27016","STOKES","3365932831","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341317","LIFEBRITE COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","DANBURY","NC","27016","STOKES","3365932831","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341317","LIFEBRITE COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","DANBURY","NC","27016","STOKES","3365932831","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","32","$15,617","$13,004","$18,272","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","2524828451","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","2524828451","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","140","$12,630","$11,388","$13,932","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","2524828451","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","85","$21,465","$19,957","$23,023","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","2524828451","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","176","$14,642","$13,369","$15,888","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","90","$16,343","$14,490","$18,311","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","109","$21,118","$19,855","$22,539","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","198","$15,175","$13,989","$16,450","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","SPARTA","NC","28675","ALLEGHANY","3363725511","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","SPARTA","NC","28675","ALLEGHANY","3363725511","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","SPARTA","NC","28675","ALLEGHANY","3363725511","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","SPARTA","NC","28675","ALLEGHANY","3363725511","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","132","$15,112","$13,639","$16,686","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC","28722","POLK","8288943311","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC","28722","POLK","8288943311","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","46","$15,680","$13,468","$18,148","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC","28722","POLK","8288943311","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","305","$22,220","$21,380","$23,119","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC","28722","POLK","8288943311","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","154","$17,073","$15,519","$18,636","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","8287377000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","8287377000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","62","$14,835","$13,053","$16,916","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","8287377000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","8287377000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","178","$15,658","$14,331","$17,043","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341324","THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC","27959","DARE","2524494500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341324","THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC","27959","DARE","2524494500","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341324","THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC","27959","DARE","2524494500","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","126","$20,819","$19,681","$22,061","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"341324","THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC","27959","DARE","2524494500","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","120","$15,970","$14,330","$17,576","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","JEFFERSON","NC","28640","ASHE","3362467101","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","28","$19,933","$17,360","$22,766","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","JEFFERSON","NC","28640","ASHE","3362467101","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","74","$14,417","$12,716","$16,337","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","JEFFERSON","NC","28640","ASHE","3362467101","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","JEFFERSON","NC","28640","ASHE","3362467101","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","238","$13,243","$12,221","$14,260","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC","28734","MACON","8285248411","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","$22,791","$19,910","$26,146","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC","28734","MACON","8285248411","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","128","$13,805","$12,456","$15,330","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC","28734","MACON","8285248411","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","73","$22,116","$20,419","$23,966","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC","28734","MACON","8285248411","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","261","$15,131","$14,070","$16,267","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","44","$14,427","$12,502","$16,766","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","145","$18,582","$17,643","$19,562","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","97","$13,799","$12,155","$15,444","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341328","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","8288378161","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341328","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","8288378161","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","106","$15,961","$14,285","$17,796","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341328","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","8288378161","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","167","$21,720","$20,602","$22,886","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"341328","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","8288378161","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","218","$17,120","$15,736","$18,472","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","36","$16,007","$13,733","$18,737","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","78","$17,461","$15,381","$19,574","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
