"CCN#","VHA Facility","Address","City","State","Zip Code","MeasureID","Technical Measure Title","Measure as Reported on Hospital Compare","Numerator","Denominator","Observed Rate per 1,000","Footnotes","Date Range"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",1,605,1.65,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",3,422,7.11,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,81,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,255,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,1334,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,2657,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1547,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1968,0.00,,"October 2015 - December 2016"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS",67218,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",1,583,1.72,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,591,0.00,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",3,422,7.11,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",8,953,8.39,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",2,545,3.67,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",1,214,4.67,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",1,572,1.75,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,2827,0.35,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",2,36,55.56,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,5016,0.00,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,2945,0.00,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,4162,0.00,,"October 2015 - December 2016"
"18006F","LOUISVILLE VA MEDICAL CENTER","800 ZORN AVENUE","LOUISVILLE","KY",40206,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,931,3.22,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,303,0.00,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",3,230,13.04,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",4,700,5.71,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",2,261,7.66,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,150,0.00,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,740,0.00,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",2,2482,0.81,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,5430,0.18,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,3129,0.00,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",1,4575,0.22,,"October 2015 - December 2016"
"18007F","LEXINGTON VA MEDICAL CENTER","1101 VETERANS DRIVE","LEXINGTON","KY",40502,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,663,4.52,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,26,0.00,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,552,0.00,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,992,0.00,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,630,0.00,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,718,0.00,,"October 2015 - December 2016"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","PINEVILLE","LA",71360,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,372,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,299,3.34,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",0,724,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,348,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,159,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,547,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,2621,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,4443,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,2552,0.39,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,3716,0.00,,"October 2015 - December 2016"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA",71101,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,700,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,303,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",0,294,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",1,446,2.24,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",1,309,3.24,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,79,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,289,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,1414,0.71,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,2162,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1457,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1754,0.00,,"October 2015 - December 2016"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME",04330,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",2,433,4.62,,"October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","X","X","X","X Not Available","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","X","X","X","X Not Available","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","X","X","X","X Not Available","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","X","X","X","X Not Available","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,447,0.00,,"October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,627,0.00,,"October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,526,0.00,,"October 2015 - December 2016"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD",21902,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,168,0.00,,"October 2015 - December 2016"
