"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MO","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","108.5","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","86","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","127","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","108","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","114","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","145","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","191.5","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","272","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Emergency Department","Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)","ED_2b_HIGH_MIN","165","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
