"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"PR","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"RI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","51","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SD","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","16","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","76","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TX","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","240","0","50","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"UT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","26","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","70","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VI","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","47","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","62","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WV","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","27","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AK","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","39","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","25","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AZ","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","43","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","4","198","0","71","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CO","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","41","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","23","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"FL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","140","2","19","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","60","0","18","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GU","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"HI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","8","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","32","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ID","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IL","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","102","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","67","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","30","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","42","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"LA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","52","1","16","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","48","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ME","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","14","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","70","1","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","38","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MO","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","56","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MP","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","32","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","10","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","61","4","9","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ND","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","21","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NJ","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","56","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NM","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","15","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NV","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","17","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","102","0","40","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","102","1","19","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OK","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","41","0","17","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","27","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","103","1","34","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PR","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"RI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","40","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SD","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","14","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TN","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","53","0","19","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TX","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","199","1","54","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"UT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","25","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","53","0","16","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","5","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WA","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","42","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WI","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","54","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WV","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","20","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WY","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","9","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
