"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.090","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.982","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.087","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.783","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.860","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.156","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.124","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.473","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.793","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.016","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.115","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.387","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.693","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.791","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.971","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.372","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.040","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.231","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.437","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.413","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.867","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.853","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.284","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.998","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.414","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.460","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.049","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.089","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.454","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.067","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.085","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.048","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.117","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.670","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.055","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.365","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.920","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.310","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.057","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.965","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.059","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.488","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.746","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.840","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.954","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.061","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.274","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.950","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.143","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.818","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.995","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.520","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.162","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.541","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.906","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.936","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.456","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.276","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.283","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.943","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.179","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.410","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.411","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.135","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.544","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.594","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.052","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.900","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.883","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.998","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.705","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.025","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.717","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.033","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.393","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.945","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.765","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.835","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.816","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.966","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.759","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.774","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.770","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.800","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.978","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.836","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
